date,total_casos,total_mortes,total_recuperados,casos_diarios,mortes_diarias,recuperados_diarios,crescimento_casos_pct,crescimento_mortes_pct,crescimento_recuperacoes_pct,casos_7d_ma,mortes_7d_ma,recuperados_7d_ma,casos_14d_change_avg,mortes_14d_change_avg,recuperados_14d_change_avg,tendencia_casos_14d,tendencia_mortes_14d,tendencia_recuperados_14d,letalidade_pct,recuperacao_pct,casos_por_100k,mortes_por_1M
2020-02-08,36814,805,2596,2704.0,87.0,597.0,7.927294048666081,12.116991643454039,29.864932466233117,3560.4285714285716,78.0,331.57142857142856,229.2091836734694,4.821428571428571,22.987244897959183,subindo,subindo,subindo,2.186668115390884,7.051665127397186,2.5415758985645143,0.5557582980236959
2020-02-09,39829,905,3219,3015.0,100.0,623.0,8.189819090563374,12.422360248447205,23.998459167950692,3314.1428571428573,77.71428571428571,393.7142857142857,207.08163265306123,4.7510204081632645,27.422448979591838,subindo,subindo,subindo,2.2722137136257503,8.082050767029049,2.7497263667063083,0.6247965959148383
2020-02-10,42354,1012,3918,2525.0,107.0,699.0,6.339601797685105,11.823204419889503,21.714818266542405,3234.0,83.85714285714286,472.0,196.75,5.01360544217687,33.023809523809526,subindo,subindo,subindo,2.389384709826699,9.250602068281626,2.9240480688814428,0.6986675746583606
2020-02-11,44386,1112,4636,2032.0,100.0,718.0,4.79765783633187,9.881422924901186,18.325676365492598,2954.1428571428573,88.71428571428571,541.8571428571429,154.79591836734696,5.0,37.673469387755105,subindo,subindo,subindo,2.505294462217816,10.44473482629658,3.064333890196244,0.7677058725495028
2020-02-12,44759,1117,5082,373.0,5.0,446.0,0.8403550669129906,0.44964028776978415,9.620362381363243,2474.1428571428573,79.14285714285714,566.7142857142857,120.20408163265309,4.469387755102041,39.54081632653061,subindo,subindo,subindo,2.4955874796130386,11.35414106660113,3.0900851753096403,0.7711577874440599
2020-02-13,59895,1369,6217,15136.0,252.0,1135.0,33.81666257065618,22.560429722470904,22.333726879181427,4186.857142857143,105.14285714285714,677.1428571428571,222.5510204081633,5.948979591836734,47.295918367346935,subindo,subindo,subindo,2.2856665831872442,10.379831371566908,4.13504885218997,0.9451342981297387
2020-02-14,66358,1521,7977,6463.0,152.0,1760.0,10.790550129393104,11.10299488677867,28.309474022840597,4606.857142857143,114.71428571428571,854.0,238.42857142857142,6.285714285714286,59.183673469387756,subindo,subindo,subindo,2.2921124807860394,12.021157961361101,4.581243371460424,1.050072510924275
2020-02-15,68413,1663,9298,2055.0,142.0,1321.0,3.096838361614274,9.335963182117029,16.56011031716184,4514.142857142857,122.57142857142857,957.4285714285714,215.4489795918367,6.540816326530612,65.9795918367347,subindo,subindo,subindo,2.430824550889451,13.590984169675355,4.723117073626722,1.1481068939296972
2020-02-16,70513,1766,10755,2100.0,103.0,1457.0,3.069592036601231,6.19362597714973,15.670036567003656,4383.428571428572,123.0,1076.5714285714287,164.58163265306123,5.673469387755103,72.6734693877551,subindo,subindo,subindo,2.5045027158112685,15.252506629983124,4.86809749919812,1.2192163407575738
2020-02-17,72434,1864,12462,1921.0,98.0,1707.0,2.7243203380936847,5.549263873159683,15.87168758716876,4297.142857142857,121.71428571428571,1220.5714285714287,135.1122448979592,5.193877551020408,81.51020408163266,subindo,subindo,subindo,2.57337714333048,17.204627661043155,5.000720069447005,1.2868738726908933
2020-02-18,74211,2003,14206,1777.0,139.0,1744.0,2.4532678024132313,7.457081545064377,13.994543411972396,4260.714285714285,127.28571428571429,1367.142857142857,118.64285714285711,5.418367346938775,90.08163265306122,subindo,subindo,subindo,2.699060786136826,19.14271469189204,5.123401124799564,1.382837106759581
2020-02-19,74619,2116,15962,408.0,113.0,1756.0,0.5497837247847354,5.64153769345981,12.36097423623821,4265.714285714285,142.71428571428572,1554.2857142857142,86.80612244897955,5.806122448979592,100.86734693877551,subindo,subindo,subindo,2.835738886878677,21.39133464667176,5.151568750339151,1.460850383376572
2020-02-20,75077,2238,18014,458.0,122.0,2052.0,0.6137846929066324,5.765595463137997,12.855531888234555,2168.8571428571427,124.14285714285714,1685.2857142857142,-74.12244897959184,4.153061224489796,106.68367346938774,descendo,subindo,subindo,2.980939568709458,23.994032792999185,5.183188290773294,1.5450771068037656
2020-02-21,75550,2238,18704,473.0,0.0,690.0,0.6300198462911412,0.0,3.8303541689796825,1313.142857142857,102.42857142857143,1532.4285714285713,-154.24489795918367,2.1632653061224496,91.24489795918366,descendo,subindo,subindo,2.9622766379880874,24.757114493712773,5.2158434056758045,1.5450771068037656
2020-02-22,77001,2443,22699,1451.0,205.0,3995.0,1.9205823957643944,9.159964253798034,21.35906757912746,1226.857142857143,111.42857142857143,1914.4285714285713,-166.68367346938774,2.3877551020408165,113.0612244897959,descendo,subindo,subindo,3.172686069012091,29.47883793716965,5.316017975915852,1.6866056174806077
2020-02-23,77022,2445,23187,21.0,2.0,488.0,0.02727237308606382,0.08186655751125665,2.1498744438080974,929.8571428571429,97.0,1776.0,-170.3061224489796,1.3775510204081638,98.73469387755101,descendo,subindo,subindo,3.1744176988392927,30.10438575991275,5.317467780171565,1.6879863834384303
2020-02-24,77241,2595,25015,219.0,150.0,1828.0,0.2843343460310041,6.134969325153374,7.88372795100703,686.7142857142857,104.42857142857143,1793.2857142857142,-181.94897959183672,1.4693877551020407,94.37755102040816,descendo,subindo,subindo,3.359614712393677,32.385650108103206,5.332587167409725,1.7915438302751439
